client_id,client_name,year_month,total,mom_delta,mom_growth_pct
C03366,Umbrella Industries,2024-06,62467.07,-3494.4000000000015,-5.297638151484496
C03366,Umbrella Industries,2024-07,116265.93,53798.85999999999,86.1235527774874
C03366,Umbrella Industries,2024-08,87594.67,-28671.259999999995,-24.66007023725695
C03366,Umbrella Industries,2024-09,65919.0,-21675.67,-24.745421154049673
C03366,Umbrella Industries,2024-10,55614.7,-10304.300000000003,-15.63176019053688
C03366,Umbrella Industries,2024-11,18917.75,-36696.95,-65.98426315344683
C03366,Umbrella Industries,2024-12,74842.33,55924.58,295.6196164977336
C03366,Umbrella Industries,2025-01,99591.37,24749.039999999994,33.068238255008886
C03366,Umbrella Industries,2025-02,152474.4,52883.03,53.10001258141141
C03366,Umbrella Industries,2025-03,74430.48999999999,-78043.91,-51.18492678115146
C03366,Umbrella Industries,2025-04,142420.82,67990.33000000002,91.34741689863928
C03366,Umbrella Industries,2025-05,99100.20999999999,-43320.610000000015,-30.417329432592798
C03366,Umbrella Industries,2025-06,115238.10999999999,16137.899999999994,16.28442563340682
C03366,Umbrella Industries,2025-07,94899.34,-20338.76999999999,-17.649343606902256
C03366,Umbrella Industries,2025-08,127347.57,32448.23000000001,34.19226097884349
C03366,Umbrella Industries,2025-09,26736.73,-100610.84000000001,-79.00491544518675
C03366,Umbrella Industries,2025-10,192719.77,165983.03999999998,620.8053116443184
C03366,Umbrella Industries,2025-11,41349.24,-151370.53,-78.5443704089103
C03366,Umbrella Industries,2025-12,77019.84,35670.6,86.2666399672642
C08929,Nimbus Industries,2024-01,46701.020000000004,,
C08929,Nimbus Industries,2024-02,118981.93000000001,72280.91,154.77372871085043
C08929,Nimbus Industries,2024-03,46672.9,-72309.03,-60.77311907782972
C08929,Nimbus Industries,2024-04,80699.89,34026.99,72.90524051430272
C08929,Nimbus Industries,2024-05,52528.24,-28171.65,-34.90915539042246
C08929,Nimbus Industries,2024-06,90446.29000000001,37918.05000000001,72.18602793468811
C08929,Nimbus Industries,2024-07,40728.95,-49717.34000000001,-54.96891027813303
C08929,Nimbus Industries,2024-08,133606.16,92877.21,228.03732971264913
C08929,Nimbus Industries,2024-09,29293.27,-104312.89,-78.07491061789366
C08929,Nimbus Industries,2024-10,102132.77,72839.5,248.6560906310562
C08929,Nimbus Industries,2024-11,147021.73,44888.96000000001,43.95157401488279
C08929,Nimbus Industries,2024-12,81978.13,-65043.600000000006,-44.24080712422579
C08929,Nimbus Industries,2025-01,36230.84,-45747.29000000001,-55.80426145363404
C08929,Nimbus Industries,2025-02,68729.44,32498.600000000006,89.6987207583374
C08929,Nimbus Industries,2025-03,62776.39,-5953.050000000003,-8.66157210068932
C08929,Nimbus Industries,2025-04,50761.56,-12014.830000000002,-19.139090349094623
C08929,Nimbus Industries,2025-05,138873.96,88112.4,173.5809537768343
C08929,Nimbus Industries,2025-06,75981.26,-62892.7,-45.28761187482521
C08929,Nimbus Industries,2025-07,42922.16,-33059.09999999999,-43.509544327114334
C08929,Nimbus Industries,2025-08,74027.17000000001,31105.01000000001,72.46841724647597
C08929,Nimbus Industries,2025-09,32948.54,-41078.63000000001,-55.49128786092999
C08929,Nimbus Industries,2025-10,30175.269999999997,-2773.270000000004,-8.416973862878308
C08929,Nimbus Industries,2025-11,109166.17,78990.9,261.77363118871847
C08929,Nimbus Industries,2025-12,18165.23,-91000.94,-83.36001895092592
C09581,Wonka Supply,2024-01,56061.25,,
C09581,Wonka Supply,2024-02,38005.28,-18055.97,-32.20757653459386
C09581,Wonka Supply,2024-03,26921.699999999997,-11083.580000000002,-29.163263630737635
C09581,Wonka Supply,2024-04,36104.76,9183.060000000005,34.11025306722833
C09581,Wonka Supply,2024-05,49534.82,13430.059999999998,37.1974775625153
C09581,Wonka Supply,2024-06,152284.08000000002,102749.26000000001,207.42835040078882
C09581,Wonka Supply,2024-07,81042.4,-71241.68000000002,-46.78209304610175
C09581,Wonka Supply,2024-08,79400.68,-1641.7200000000012,-2.0257544199085875
C09581,Wonka Supply,2024-09,18877.920000000002,-60522.759999999995,-76.22448573488288
C09581,Wonka Supply,2024-10,35317.44,16439.52,87.08332273894581
C09581,Wonka Supply,2024-11,20706.84,-14610.600000000002,-41.369363124847105
C09581,Wonka Supply,2024-12,131270.46,110563.62,533.9473333449237
C09581,Wonka Supply,2025-01,71260.9,-60009.56,-45.714443295163285
C09581,Wonka Supply,2025-02,35668.6,-35592.299999999996,-49.94646433036911
C09581,Wonka Supply,2025-03,52829.14,17160.54,48.111055662403345
C09581,Wonka Supply,2025-04,60316.41,7487.270000000004,14.172613826384461
C09581,Wonka Supply,2025-05,57549.15,-2767.260000000002,-4.587905679399684
C09581,Wonka Supply,2025-06,100610.93,43061.77999999999,74.8260921316822
C09581,Wonka Supply,2025-07,66341.7,-34269.229999999996,-34.06114027571358
C09581,Wonka Supply,2025-08,85627.86,19286.160000000003,29.070946327875234
C09581,Wonka Supply,2025-09,72525.84,-13102.020000000004,-15.301118117397772
C09581,Wonka Supply,2025-10,66234.43000000001,-6291.409999999989,-8.674715108435816
C09581,Wonka Supply,2025-11,100460.95999999999,34226.529999999984,51.67483135281754
C09581,Wonka Supply,2025-12,123937.57,23476.610000000015,23.368888770324325
C10456,Blue Partners,2024-01,23686.850000000002,,
C10456,Blue Partners,2024-02,57709.69,34022.84,143.6359836787078
C10456,Blue Partners,2024-03,69680.02,11970.330000000002,20.74232247651997
C10456,Blue Partners,2024-04,98453.4,28773.37999999999,41.2935874587866
C10456,Blue Partners,2024-05,55065.96,-43387.439999999995,-44.06901132921768
C10456,Blue Partners,2024-06,57404.61,2338.6500000000015,4.246997600695601
C10456,Blue Partners,2024-07,110601.36,53196.75,92.66982216236642
C10456,Blue Partners,2024-08,8014.3,-102587.06,-92.75388657065338
C10456,Blue Partners,2024-09,13247.8,5233.499999999999,65.30202263454075
C10456,Blue Partners,2024-10,96885.51,83637.70999999999,631.3328250728423
C10456,Blue Partners,2024-11,104591.41,7705.900000000009,7.953614529148889
C10456,Blue Partners,2024-12,66957.59,-37633.82000000001,-35.98175031773643
C10456,Blue Partners,2025-01,116850.91,49893.32000000001,74.51480855269732
C10456,Blue Partners,2025-02,106609.03,-10241.880000000005,-8.764912485491127
C10456,Blue Partners,2025-03,65355.87,-41253.159999999996,-38.69574650477544
C10456,Blue Partners,2025-04,91006.65,25650.77999999999,39.24785945011517
C10456,Blue Partners,2025-05,42159.159999999996,-48847.49,-53.674638062163595
C10456,Blue Partners,2025-06,50317.75,8158.590000000004,19.351879876164535
C10456,Blue Partners,2025-07,20658.77,-29658.98,-58.94337485281038
C10456,Blue Partners,2025-08,104575.88,83917.11,406.2057421618034
C10456,Blue Partners,2025-09,64678.55,-39897.33,-38.1515603789325
C10456,Blue Partners,2025-10,111858.09999999999,47179.54999999999,72.94466248856844
C10456,Blue Partners,2025-11,61332.34,-50525.759999999995,-45.16951387516863
C10456,Blue Partners,2025-12,46263.54,-15068.799999999996,-24.56909356466751
C11386,Vector Llc,2024-01,19301.08,,
C11386,Vector Llc,2024-02,70948.44,51647.36,267.5879277221793
C11386,Vector Llc,2024-03,54525.1,-16423.340000000004,-23.148275000831596
C11386,Vector Llc,2024-04,101800.2,47275.1,86.70337147478868
C11386,Vector Llc,2024-05,102793.94,993.7400000000052,0.9761670409291989
C11386,Vector Llc,2024-06,104278.7,1484.7599999999948,1.4444042129331702
C11386,Vector Llc,2024-07,186577.13,82298.43000000001,78.9216110289062
C11386,Vector Llc,2024-08,67641.41,-118935.72,-63.74614080514584
C11386,Vector Llc,2024-09,56215.51,-11425.900000000001,-16.891871414271233
C11386,Vector Llc,2024-10,72272.09,16056.579999999994,28.562544393887013
C11386,Vector Llc,2024-11,90771.59,18499.5,25.597018157355066
C11386,Vector Llc,2024-12,55136.69,-35634.899999999994,-39.257767766324235
C11386,Vector Llc,2025-01,83808.19,28671.5,52.00076391963317
C11386,Vector Llc,2025-02,151116.77,67308.57999999999,80.31265202124038
C11386,Vector Llc,2025-03,127504.22,-23612.54999999999,-15.62536705886447
C11386,Vector Llc,2025-04,68475.77,-59028.45,-46.2952912460466
C11386,Vector Llc,2025-05,132670.88,64195.11,93.74865006994443
C11386,Vector Llc,2025-06,56614.39,-76056.49,-57.32719192033701
C11386,Vector Llc,2025-07,74688.71,18074.320000000007,31.925310861779145
C11386,Vector Llc,2025-08,46678.4,-28010.310000000005,-37.50273635734237
C11386,Vector Llc,2025-09,72684.08,26005.68,55.712449441283326
C11386,Vector Llc,2025-10,110846.86,38162.78,52.50500522260171
C11386,Vector Llc,2025-11,78598.85,-32248.009999999995,-29.092398287150388
C11386,Vector Llc,2025-12,36883.83,-41715.020000000004,-53.073321047318124
C14175,Wayne Group,2024-01,72533.48,,
C14175,Wayne Group,2024-02,98690.06,26156.58,36.061388478810066
C14175,Wayne Group,2024-03,47878.16,-50811.899999999994,-51.48634016434887
C14175,Wayne Group,2024-04,115926.95,68048.79,142.1290834902594
C14175,Wayne Group,2024-05,65599.41,-50327.53999999999,-43.41314940141183
C14175,Wayne Group,2024-06,44350.44,-21248.97,-32.392013891588356
C14175,Wayne Group,2024-07,125104.29,80753.84999999999,182.08128262087135
C14175,Wayne Group,2024-08,35337.380000000005,-89766.90999999999,-71.75366248431607
C14175,Wayne Group,2024-09,122278.77,86941.39,246.03236006744132
C14175,Wayne Group,2024-10,149963.08,27684.309999999983,22.64032423616953
C14175,Wayne Group,2024-11,74454.23,-75508.84999999999,-50.35162654701411
C14175,Wayne Group,2024-12,185009.39,110555.16000000002,148.4874130052786
C14175,Wayne Group,2025-01,151480.65,-33528.74000000002,-18.12272339258024
C14175,Wayne Group,2025-02,19929.57,-131551.08,-86.84348793063668
C14175,Wayne Group,2025-03,148157.44,128227.87,643.4051010633947
C14175,Wayne Group,2025-04,72203.75,-75953.69,-51.2655253762484
C14175,Wayne Group,2025-05,62639.270000000004,-9564.479999999996,-13.246514204594629
C14175,Wayne Group,2025-06,109088.79000000001,46449.520000000004,74.15399317393067
C14175,Wayne Group,2025-07,24428.65,-84660.14000000001,-77.60663584223457
C14175,Wayne Group,2025-08,80928.16,56499.51,231.28379996438605
C14175,Wayne Group,2025-09,49236.08,-31692.08,-39.16075689846402
C14175,Wayne Group,2025-10,14640.869999999999,-34595.21000000001,-70.26394058990887
C14175,Wayne Group,2025-11,63617.880000000005,48977.01000000001,334.52253861963123
C14175,Wayne Group,2025-12,218429.9,154812.02,243.34671321961684
C14637,Hooli Supply,2024-01,100798.16,,
C14637,Hooli Supply,2024-02,79338.67,-21459.490000000005,-21.289565206349003
C14637,Hooli Supply,2024-03,189124.63999999998,109785.96999999999,138.37636804347738
C14637,Hooli Supply,2024-04,86153.43000000001,-102971.20999999998,-54.44621599808463
C14637,Hooli Supply,2024-05,100708.62000000001,14555.190000000002,16.89449857074756
C14637,Hooli Supply,2024-06,72281.17,-28427.45000000001,-28.227424822224755
C14637,Hooli Supply,2024-07,109925.58,37644.41,52.0805211094397
C14637,Hooli Supply,2024-08,112920.38,2994.800000000003,2.724388627287655
C14637,Hooli Supply,2024-09,63633.170000000006,-49287.21,-43.64775428492182
C14637,Hooli Supply,2024-10,121613.16,57979.99,91.11598557796192
C14637,Hooli Supply,2024-11,36672.56,-84940.6,-69.84490823197095
C14637,Hooli Supply,2024-12,137153.83,100481.26999999999,273.99578867687444
C14637,Hooli Supply,2025-01,97999.36,-39154.46999999999,-28.547850249606586
C14637,Hooli Supply,2025-02,42627.65,-55371.71,-56.50211389135602
C14637,Hooli Supply,2025-03,36800.26,-5827.389999999999,-13.67044629483446
C14637,Hooli Supply,2025-04,57231.76,20431.5,55.519988173996595
C14637,Hooli Supply,2025-05,28898.9,-28332.86,-49.50548436742117
C14637,Hooli Supply,2025-06,36044.52,7145.619999999995,24.726269858022263
C14637,Hooli Supply,2025-07,27198.55,-8845.969999999998,-24.541788876644766
C14637,Hooli Supply,2025-08,105230.64,78032.09,286.89797801721045
C14637,Hooli Supply,2025-09,42903.11,-62327.53,-59.229450661898476
C14637,Hooli Supply,2025-10,51231.85,8328.739999999998,19.412905031826355
C14637,Hooli Supply,2025-11,71154.75,19922.9,38.8877231643987
C14637,Hooli Supply,2025-12,72322.06,1167.3099999999977,1.6405229447085334
C15499,Zenith Holdings,2024-01,90521.94,,
C15499,Zenith Holdings,2024-02,46259.240000000005,-44262.7,-48.897206577764464
C15499,Zenith Holdings,2024-03,87227.46,40968.22,88.56224183536088
C15499,Zenith Holdings,2024-04,45334.44,-41893.020000000004,-48.02732992569083
C15499,Zenith Holdings,2024-05,29659.140000000003,-15675.3,-34.57702356089543
C15499,Zenith Holdings,2024-06,76926.08,47266.94,159.3671967562107
C15499,Zenith Holdings,2024-07,39629.97,-37296.11,-48.483050221719346
C15499,Zenith Holdings,2024-08,96978.83,57348.86,144.71083374526904
C15499,Zenith Holdings,2024-09,80069.73,-16909.100000000006,-17.435867188746247
C15499,Zenith Holdings,2024-10,5823.62,-74246.11,-92.72681449031988
C15499,Zenith Holdings,2024-11,70849.55,65025.93,1116.5895096177292
C15499,Zenith Holdings,2024-12,76352.28,5502.729999999996,7.7667818638226915
C15499,Zenith Holdings,2025-01,85869.39,9517.11,12.464735827142292
C15499,Zenith Holdings,2025-02,77433.44,-8435.949999999997,-9.824164350066999
C15499,Zenith Holdings,2025-03,100040.53,22607.089999999997,29.195512946344614
C15499,Zenith Holdings,2025-04,43086.2,-56954.33,-56.93125576203965
C15499,Zenith Holdings,2025-05,205050.06,161963.86,375.90657797624306
C15499,Zenith Holdings,2025-06,59110.32,-145939.74,-71.17273703797014
C15499,Zenith Holdings,2025-07,73412.73,14302.409999999996,24.196130218885624
C15499,Zenith Holdings,2025-08,12472.38,-60940.35,-83.01060320192424
C15499,Zenith Holdings,2025-09,61377.61,48905.23,392.108242372346
C15499,Zenith Holdings,2025-10,118160.01999999999,56782.40999999999,92.51323080191618
C15499,Zenith Holdings,2025-11,87711.57,-30448.449999999983,-25.76882603777486
C15499,Zenith Holdings,2025-12,186970.29,99258.72,113.16491085497616
C15978,Vector Freight,2024-01,67842.48,,
C15978,Vector Freight,2024-02,37760.47,-30082.009999999995,-44.34096454021138
C15978,Vector Freight,2024-03,23876.05,-13884.420000000002,-36.769722410764494
C15978,Vector Freight,2024-04,64020.590000000004,40144.54000000001,168.1372756381395
C15978,Vector Freight,2024-05,101681.45,37660.85999999999,58.82616826867731
C15978,Vector Freight,2024-06,46668.409999999996,-55013.04,-54.10331973039331
C15978,Vector Freight,2024-07,102631.77,55963.36000000001,119.9170059575632
C15978,Vector Freight,2024-08,80298.75,-22333.020000000004,-21.760337953832433
C15978,Vector Freight,2024-09,62516.68,-17782.07,-22.144890175749932
C15978,Vector Freight,2024-10,117376.76000000001,54860.08000000001,87.75270855714028
C15978,Vector Freight,2024-11,65755.44,-51621.32000000001,-43.97916589280536
C15978,Vector Freight,2024-12,27598.410000000003,-38157.03,-58.02870454520568
C15978,Vector Freight,2025-01,87803.14,60204.729999999996,218.14564679631903
C15978,Vector Freight,2025-02,29752.33,-58050.81,-66.11473120437378
C15978,Vector Freight,2025-03,111537.92,81785.59,274.888017173781
C15978,Vector Freight,2025-04,85104.53,-26433.39,-23.699016442121213
C15978,Vector Freight,2025-05,14784.710000000001,-70319.81999999999,-82.62758750914905
C15978,Vector Freight,2025-06,73486.79000000001,58702.08000000001,397.0458669801437
C15978,Vector Freight,2025-07,82104.55,8617.759999999995,11.726951197623393
C15978,Vector Freight,2025-08,33458.61,-48645.94,-59.24877488519211
C15978,Vector Freight,2025-09,146815.04,113356.43000000001,338.79599301943506
C15978,Vector Freight,2025-10,54803.52,-92011.52000000002,-62.671726275455164
C15978,Vector Freight,2025-11,114323.41,59519.89000000001,108.60596180683287
C15978,Vector Freight,2025-12,19299.23,-95024.18000000001,-83.11874182199429
C16180,Blue Enterprises,2024-01,42975.84,,
C16180,Blue Enterprises,2024-02,8806.35,-34169.49,-79.50860297320541
C16180,Blue Enterprises,2024-03,64783.25000000001,55976.90000000001,635.6424625412344
C16180,Blue Enterprises,2024-04,40651.94,-24131.310000000005,-37.24930441124828
C16180,Blue Enterprises,2024-05,41742.479999999996,1090.5399999999936,2.6826272005714635
C16180,Blue Enterprises,2024-06,96136.32,54393.84000000001,130.3081177735487
C16180,Blue Enterprises,2024-07,65783.92,-30352.40000000001,-31.57225073728639
C16180,Blue Enterprises,2024-08,63980.24,-1803.6800000000003,-2.741825053903746
C16180,Blue Enterprises,2024-09,114687.20999999999,50706.969999999994,79.25411033156486
C16180,Blue Enterprises,2024-10,79176.03,-35511.17999999999,-30.963504997636615
C16180,Blue Enterprises,2024-11,79406.18,230.14999999999418,0.2906814095124499
C16180,Blue Enterprises,2024-12,84184.62999999999,4778.449999999997,6.0177306098845085
C16180,Blue Enterprises,2025-01,61932.43,-22252.19999999999,-26.432616025039245
C16180,Blue Enterprises,2025-02,108805.20999999999,46872.77999999999,75.68374113529856
C16180,Blue Enterprises,2025-03,38876.72,-69928.48999999999,-64.2694315832854
C16180,Blue Enterprises,2025-04,89763.97,50887.25,130.89388713862692
C16180,Blue Enterprises,2025-05,95648.23000000001,5884.260000000009,6.555258195465297
C16180,Blue Enterprises,2025-06,101369.35,5721.119999999995,5.9814175338111175
C16180,Blue Enterprises,2025-07,101222.3,-147.0500000000029,-0.14506357197713315
C16180,Blue Enterprises,2025-08,81163.83,-20058.47,-19.81625590408438
C16180,Blue Enterprises,2025-09,73631.15,-7532.680000000008,-9.280833592993343
C16180,Blue Enterprises,2025-10,90449.81,16818.660000000003,22.84177280946991
C16180,Blue Enterprises,2025-11,25682.04,-64767.77,-71.60630851518648
C16180,Blue Enterprises,2025-12,28359.100000000002,2677.0600000000013,10.423860409842845
C16655,Hooli Co,2024-01,88389.51,,
C16655,Hooli Co,2024-02,65644.73,-22744.78,-25.73244268465794
C16655,Hooli Co,2024-03,33264.38,-32380.35,-49.326655772672076
C16655,Hooli Co,2024-04,26134.829999999998,-7129.549999999999,-21.432986275409316
C16655,Hooli Co,2024-05,49732.86,23598.030000000002,90.29341304305404
C16655,Hooli Co,2024-06,68629.11,18896.25,37.99550237006277
C16655,Hooli Co,2024-07,76400.56999999999,7771.459999999992,11.32385368249711
C16655,Hooli Co,2024-08,82065.86,5665.290000000008,7.415245723952069
C16655,Hooli Co,2024-09,25892.97,-56172.89,-68.44854851944524
C16655,Hooli Co,2024-10,80037.14,54144.17,209.10760719994653
C16655,Hooli Co,2024-11,62590.64,-17446.5,-21.798005276050592
C16655,Hooli Co,2024-12,81467.6,18876.960000000006,30.15939763517357
C16655,Hooli Co,2025-01,91803.12,10335.51999999999,12.686663164251776
C16655,Hooli Co,2025-02,69071.89,-22731.229999999996,-24.76084690803536
C16655,Hooli Co,2025-03,93887.2,24815.309999999998,35.92678584587738
C16655,Hooli Co,2025-04,100304.97,6417.770000000004,6.835617634778757
C16655,Hooli Co,2025-05,90884.65,-9420.320000000007,-9.391678198996523
C16655,Hooli Co,2025-06,49769.92,-41114.729999999996,-45.23836533452018
C16655,Hooli Co,2025-07,51326.6,1556.6800000000003,3.1277526666709576
C16655,Hooli Co,2025-08,79274.48999999999,27947.889999999992,54.45108384346518
C16655,Hooli Co,2025-09,101361.62999999999,22087.14,27.86159835276141
C16655,Hooli Co,2025-10,56309.51,-45052.11999999999,-44.446917438087766
C16655,Hooli Co,2025-11,78504.04,22194.52999999999,39.41524264728993
C16655,Hooli Co,2025-12,50899.4,-27604.639999999992,-35.16333681680586
C17172,Apex Freight,2024-01,55876.53,,
C17172,Apex Freight,2024-02,52197.93,-3678.5999999999985,-6.583443889590135
C17172,Apex Freight,2024-03,53597.07,1399.1399999999994,2.680451121337568
C17172,Apex Freight,2024-04,77121.37,23524.299999999996,43.8910186694907
C17172,Apex Freight,2024-05,25697.39,-51423.979999999996,-66.67928746597734
C17172,Apex Freight,2024-06,68094.74,42397.350000000006,164.986988951018
C17172,Apex Freight,2024-07,68609.08,514.3399999999965,0.7553300005257224
C17172,Apex Freight,2024-08,42520.729999999996,-26088.350000000006,-38.02463172513026
C17172,Apex Freight,2024-09,46399.55,3878.820000000007,9.12218581383717
C17172,Apex Freight,2024-10,89221.31,42821.759999999995,92.28917090790749
C17172,Apex Freight,2024-11,58246.97,-30974.339999999997,-34.71630264115153
C17172,Apex Freight,2024-12,42078.27,-16168.700000000004,-27.75886883043016
C17172,Apex Freight,2025-01,63980.07,21901.800000000003,52.05014369649703
C17172,Apex Freight,2025-02,61363.72,-2616.3499999999985,-4.08932031490431
C17172,Apex Freight,2025-03,23126.079999999998,-38237.64,-62.31310618065529
C17172,Apex Freight,2025-04,139250.84,116124.76,502.13767313785996
C17172,Apex Freight,2025-05,100924.79,-38326.05,-27.52302966359126
C17172,Apex Freight,2025-06,44790.78,-56134.009999999995,-55.61964508422559
C17172,Apex Freight,2025-07,68455.36,23664.58,52.83359655714859
C17172,Apex Freight,2025-08,64716.19,-3739.1699999999983,-5.462201937145606
C17172,Apex Freight,2025-09,68995.3,4279.110000000001,6.61211668981132
C17172,Apex Freight,2025-10,41595.630000000005,-27399.67,-39.71237171227605
C17172,Apex Freight,2025-11,54849.05,13253.419999999998,31.862529789788006
C17172,Apex Freight,2025-12,70639.31,15790.259999999995,28.788575189542918
C17754,Vector Co,2024-01,96258.78,,
C17754,Vector Co,2024-02,41859.59,-54399.19,-56.51348375701417
C17754,Vector Co,2024-03,80759.73999999999,38900.149999999994,92.93007886603762
C17754,Vector Co,2024-04,56211.36,-24548.37999999999,-30.396804150186707
C17754,Vector Co,2024-05,24385.4,-31825.96,-56.61837749522516
C17754,Vector Co,2024-06,63419.61,39034.21,160.07205130939002
C17754,Vector Co,2024-07,7355.84,-56063.770000000004,-88.4013162490277
C17754,Vector Co,2024-08,42527.75,35171.91,478.14947035280807
C17754,Vector Co,2024-09,61925.29,19397.54,45.611488968967315
C17754,Vector Co,2024-10,83753.01000000001,21827.72000000001,35.24847441166607
C17754,Vector Co,2024-11,27874.140000000003,-55878.87000000001,-66.71864091809954
C17754,Vector Co,2024-12,11851.97,-16022.170000000004,-57.48041015794569
C17754,Vector Co,2025-01,108764.16,96912.19,817.6884517932463
C17754,Vector Co,2025-02,90306.12,-18458.040000000008,-16.97070064256462
C17754,Vector Co,2025-03,72080.13,-18225.98999999999,-20.182452750710578
C17754,Vector Co,2025-04,30135.21,-41944.920000000006,-58.1920704083081
C17754,Vector Co,2025-05,52889.69,22754.480000000003,75.50795232553548
C17754,Vector Co,2025-06,54940.78,2051.0899999999965,3.878052603446913
C17754,Vector Co,2025-07,84123.15,29182.369999999995,53.116046040846165
C17754,Vector Co,2025-08,30283.76,-53839.39,-64.00068233298444
C17754,Vector Co,2025-09,99619.42,69335.66,228.95327396598043
C17754,Vector Co,2025-10,86346.84,-13272.580000000002,-13.323285760949021
C17754,Vector Co,2025-11,52092.909999999996,-34253.93,-39.670160483000885
C17754,Vector Co,2025-12,73407.66,21314.750000000007,40.91679654678537
C20405,Initech Supply,2024-01,86567.58,,
C20405,Initech Supply,2024-02,51744.62,-34822.96,-40.22632953352745
C20405,Initech Supply,2024-03,27131.120000000003,-24613.5,-47.56726399768711
C20405,Initech Supply,2024-04,121633.79000000001,94502.67000000001,348.31835176726946
C20405,Initech Supply,2024-05,95443.29000000001,-26190.5,-21.532256784895054
C20405,Initech Supply,2024-06,8989.52,-86453.77,-90.58129701941331
C20405,Initech Supply,2024-07,77697.82,68708.3,764.3155585615251
C20405,Initech Supply,2024-08,77354.05,-343.7700000000041,-0.4424448459429131
C20405,Initech Supply,2024-09,16413.42,-60940.630000000005,-78.7814341976923
C20405,Initech Supply,2024-10,46088.24,29674.82,180.7960802806484
C20405,Initech Supply,2024-11,123220.75,77132.51000000001,167.35833262454807
C20405,Initech Supply,2024-12,128594.35,5373.600000000006,4.360953816625868
C20405,Initech Supply,2025-01,23103.91,-105490.44,-82.03349525076335
C20405,Initech Supply,2025-02,91930.24,68826.33,297.89905691287754
C20405,Initech Supply,2025-03,48517.810000000005,-43412.43,-47.22323144158005
C20405,Initech Supply,2025-04,62049.62,13531.809999999998,27.89039736129886
C20405,Initech Supply,2025-05,48538.72,-13510.900000000001,-21.77434769141213
C20405,Initech Supply,2025-06,88449.51000000001,39910.79000000001,82.2246445724156
C20405,Initech Supply,2025-07,161671.29,73221.78,82.78370338060661
C20405,Initech Supply,2025-08,27087.82,-134583.47,-83.24512657751417
C20405,Initech Supply,2025-09,85925.14,58837.32,217.20950596984179
C20405,Initech Supply,2025-10,125758.16,39833.020000000004,46.357817979697224
C20405,Initech Supply,2025-11,66359.8,-59398.36,-47.2322114127624
C20405,Initech Supply,2025-12,137097.55000000002,70737.75000000001,106.59729233662549
C21531,Green Llc,2024-01,164204.83000000002,,
C21531,Green Llc,2024-02,56749.46,-107455.37000000002,-65.4398351132546
C21531,Green Llc,2024-03,80657.05,23907.590000000004,42.128312762799865
C21531,Green Llc,2024-04,84303.41,3646.3600000000006,4.52081994072433
C21531,Green Llc,2024-05,51468.42999999999,-32834.98000000001,-38.94857871111027
C21531,Green Llc,2024-06,73081.46999999999,21613.039999999994,41.992809961368536
C21531,Green Llc,2024-07,28035.84,-45045.62999999999,-61.63755326760667
C21531,Green Llc,2024-08,74243.72,46207.880000000005,164.8171768707483
C21531,Green Llc,2024-09,60654.2,-13589.520000000004,-18.303931968926136
C21531,Green Llc,2024-10,75120.38,14466.180000000008,23.85025274424526
